application_id,opening_id,applicant_name,application_date,stage,source,demographic,outcome
APP00317,OPEN0017,Beverly Norman,1/9/2023,Applied,Company Website,White,Pending
APP00318,OPEN0017,Rhonda Garrison,2/3/2023,Applied,Company Website,White,Pending
APP00319,OPEN0018,Richard Good,1/25/2022,Applied,LinkedIn,Asian,Pending
APP00320,OPEN0018,Andrew Cooper,1/16/2022,Interview,LinkedIn,Black,Pending
APP00321,OPEN0018,James Evans,1/14/2022,Screen,LinkedIn,White,Pending
APP00322,OPEN0018,Taylor Morgan,1/11/2022,Screen,LinkedIn,Asian,Pending
APP00323,OPEN0018,Dr. David Nguyen,1/15/2022,Applied,LinkedIn,White,Pending
APP00324,OPEN0018,Amy Randall,1/18/2022,Screen,LinkedIn,White,Pending
APP00325,OPEN0018,Trevor Russell,1/8/2022,Screen,LinkedIn,Asian,Pending
APP00326,OPEN0018,Marcus Rowe,1/12/2022,Applied,LinkedIn,Asian,Pending
APP00327,OPEN0018,Melissa Sanders,1/3/2022,Applied,LinkedIn,White,Pending
APP00328,OPEN0018,Amy Holder,1/15/2022,Interview,LinkedIn,White,Pending
APP00329,OPEN0018,Shelly Lawrence,1/6/2022,Interview,LinkedIn,White,Pending
APP00330,OPEN0018,Kevin Collins,1/13/2022,Screen,LinkedIn,White,Pending
APP00331,OPEN0018,Stacy Cross,1/26/2022,Interview,LinkedIn,White,Pending
APP00332,OPEN0018,Raymond Martinez,1/25/2022,Offer,LinkedIn,White,Pending
APP00333,OPEN0018,Misty Osborne,1/29/2022,Interview,LinkedIn,Asian,Pending
APP00334,OPEN0018,Nancy Wells,1/16/2022,Offer,LinkedIn,White,Pending
APP00335,OPEN0019,Christopher Bailey,12/8/2023,Applied,Indeed,White,Pending
APP00336,OPEN0019,Barbara Owen,12/7/2023,Applied,Indeed,White,Pending
APP00337,OPEN0019,Stephen Turner,12/26/2023,Screen,Indeed,White,Pending
APP00338,OPEN0019,Christopher Rogers,12/9/2023,Screen,Indeed,White,Pending
APP00339,OPEN0019,Angela Davis,12/1/2023,Offer,Indeed,White,Pending
APP00340,OPEN0019,Kathy Compton,12/11/2023,Applied,Indeed,White,Pending
APP00341,OPEN0019,Steven Tate,12/30/2023,Applied,Indeed,Black,Pending
APP00342,OPEN0019,Renee Werner,12/8/2023,Interview,Indeed,White,Pending
APP00343,OPEN0019,Kelly Martinez,12/14/2023,Screen,Indeed,White,Pending
APP00344,OPEN0019,Charles Macias,12/11/2023,Applied,Indeed,White,Pending
APP00345,OPEN0019,Nicole Gallagher,12/29/2023,Applied,Indeed,White,Pending
APP00346,OPEN0019,Donna Dixon,12/16/2023,Applied,Indeed,Black,Pending
APP00347,OPEN0019,Diana Hunt,12/20/2023,Applied,Indeed,White,Pending
APP00348,OPEN0019,Miranda Harris,12/2/2023,Screen,Indeed,White,Pending
APP00349,OPEN0019,Tina Parker,12/2/2023,Screen,Indeed,White,Pending
APP00350,OPEN0019,Jonathan Wilkins DVM,12/2/2023,Applied,Indeed,White,Pending
APP00351,OPEN0019,Lori Arellano,12/5/2023,Applied,Indeed,White,Pending
APP00352,OPEN0019,Kristina Whitney,12/18/2023,Interview,Indeed,White,Pending
APP00353,OPEN0019,Jeffrey Jenkins,12/9/2023,Screen,Indeed,Black,Pending
APP00354,OPEN0019,Jessica Harris,12/10/2023,Interview,Indeed,White,Pending
APP00355,OPEN0019,Diane Villanueva,12/15/2023,Interview,Indeed,White,Pending
APP00356,OPEN0019,Bridget Sims,12/15/2023,Screen,Indeed,Asian,Pending
APP00357,OPEN0019,Allison Reed,12/9/2023,Screen,Indeed,White,Pending
APP00358,OPEN0019,Abigail Riley,12/12/2023,Screen,Indeed,White,Pending
APP00359,OPEN0020,Bruce Avery,12/21/2019,Interview,LinkedIn,Black,Pending
APP00360,OPEN0020,William Villarreal,12/10/2019,Applied,LinkedIn,Black,Pending
APP00361,OPEN0020,Samuel Thompson,12/22/2019,Applied,LinkedIn,White,Pending
APP00362,OPEN0020,Gary Gibson,12/2/2019,Offer,LinkedIn,White,Pending
APP00363,OPEN0020,Amber Ortiz,12/8/2019,Screen,LinkedIn,White,Pending
APP00364,OPEN0020,Christopher Sanders,11/30/2019,Applied,LinkedIn,Asian,Pending
APP00365,OPEN0020,Amanda Park,12/2/2019,Screen,LinkedIn,Black,Pending
APP00366,OPEN0020,Pamela Horn,12/20/2019,Offer,LinkedIn,White,Pending
APP00367,OPEN0020,Michelle Jimenez,12/22/2019,Applied,LinkedIn,Hispanic,Pending
APP00368,OPEN0020,Chase Powell,11/28/2019,Offer,LinkedIn,Hispanic,Pending
APP00369,OPEN0020,Christopher Ellison,12/19/2019,Interview,LinkedIn,White,Pending
APP00370,OPEN0020,Carlos Callahan,12/7/2019,Applied,LinkedIn,Black,Pending
APP00371,OPEN0020,Joseph Odonnell,12/25/2019,Screen,LinkedIn,White,Pending
APP00372,OPEN0020,Mrs. Emily Weiss,12/4/2019,Applied,LinkedIn,White,Pending
APP00373,OPEN0020,William Nelson,12/18/2019,Screen,LinkedIn,White,Pending
APP00374,OPEN0021,Laura Taylor,4/17/2020,Interview,Referral,White,Pending
APP00375,OPEN0021,Joseph Reid,4/26/2020,Screen,Referral,White,Pending
APP00376,OPEN0021,Jason Guerra,4/28/2020,Applied,Referral,White,Pending
APP00377,OPEN0021,Austin Harris,4/14/2020,Applied,Referral,White,Pending
APP00378,OPEN0021,James Patel,4/14/2020,Applied,Referral,White,Pending
APP00379,OPEN0021,David Johnson,4/23/2020,Applied,Referral,White,Pending
APP00380,OPEN0021,Priscilla Schmitt,4/3/2020,Applied,Referral,Hispanic,Pending
APP00381,OPEN0021,Tara Brown,4/13/2020,Applied,Referral,White,Pending
APP00382,OPEN0021,Steven Mason,4/20/2020,Applied,Referral,White,Pending
APP00383,OPEN0021,Isabel Arroyo,4/26/2020,Applied,Referral,White,Pending
APP00384,OPEN0021,Nicholas Howard,4/23/2020,Applied,Referral,Asian,Pending
APP00385,OPEN0021,Matthew Evans,4/27/2020,Applied,Referral,White,Pending
APP00386,OPEN0022,Brianna Ortiz,10/17/2019,Interview,LinkedIn,White,Pending
APP00387,OPEN0022,Destiny Flowers,10/7/2019,Screen,LinkedIn,White,Pending
APP00388,OPEN0022,William Miller,10/30/2019,Interview,LinkedIn,White,Pending
APP00389,OPEN0022,Michaela Walls,10/3/2019,Offer,LinkedIn,White,Pending
APP00390,OPEN0022,Daniel Rodriguez,10/24/2019,Applied,LinkedIn,Black,Pending
APP00391,OPEN0022,Gary Marshall,10/7/2019,Screen,LinkedIn,White,Pending
APP00392,OPEN0022,Mary Moore,10/22/2019,Interview,LinkedIn,Asian,Pending
APP00393,OPEN0022,Michelle Murphy,10/3/2019,Applied,LinkedIn,Black,Pending
APP00394,OPEN0022,Dustin Miller,10/11/2019,Applied,LinkedIn,Black,Pending
APP00395,OPEN0022,Sara Mitchell,10/21/2019,Interview,LinkedIn,White,Pending
APP00396,OPEN0022,Megan Scott,10/22/2019,Screen,LinkedIn,Black,Pending
APP00397,OPEN0022,Joseph Johnson,10/7/2019,Applied,LinkedIn,Black,Pending
APP00398,OPEN0022,Ashlee Austin,10/3/2019,Interview,LinkedIn,White,Pending
APP00399,OPEN0022,Dennis Young,10/21/2019,Applied,LinkedIn,Black,Pending
APP00400,OPEN0022,Elizabeth Cooper,10/12/2019,Interview,LinkedIn,Hispanic,Pending
APP00401,OPEN0022,Jack Chapman,10/30/2019,Interview,LinkedIn,White,Pending
APP00402,OPEN0022,Christina Keith,10/8/2019,Screen,LinkedIn,White,Pending
APP00403,OPEN0022,Eileen Mcpherson,10/28/2019,Applied,LinkedIn,Black,Pending
APP00404,OPEN0022,Steven Andrews,10/19/2019,Interview,LinkedIn,Asian,Pending
APP00405,OPEN0022,Sarah Long,10/10/2019,Screen,LinkedIn,Black,Pending
APP00406,OPEN0022,Doris Romero,10/24/2019,Applied,LinkedIn,White,Pending
APP00407,OPEN0022,Richard Yoder,10/4/2019,Applied,LinkedIn,White,Pending
APP00408,OPEN0022,Mrs. Angela Russell,10/15/2019,Screen,LinkedIn,White,Pending
APP00409,OPEN0023,Christine Mccoy,5/5/2019,Applied,Indeed,White,Pending
APP00410,OPEN0023,Evelyn Palmer,5/8/2019,Applied,Indeed,Asian,Pending
APP00411,OPEN0023,Christina Haney,5/12/2019,Applied,Indeed,White,Pending
APP00412,OPEN0023,Dawn Hernandez,5/9/2019,Applied,Indeed,White,Pending
APP00413,OPEN0023,Raven Miller,5/24/2019,Screen,Indeed,White,Pending
APP00414,OPEN0023,Kaitlyn Butler,4/27/2019,Applied,Indeed,White,Pending
APP00415,OPEN0023,Jay Garcia,4/28/2019,Interview,Indeed,White,Pending
APP00416,OPEN0023,Jessica Rhodes,5/2/2019,Screen,Indeed,White,Pending
APP00417,OPEN0023,Yvette Marsh,5/16/2019,Applied,Indeed,Hispanic,Pending
APP00418,OPEN0023,Alan Odonnell,5/14/2019,Applied,Indeed,Black,Pending
APP00419,OPEN0023,Keith Thornton,5/11/2019,Applied,Indeed,White,Pending
APP00420,OPEN0023,Geoffrey Sanchez,5/16/2019,Screen,Indeed,Black,Pending
APP00421,OPEN0023,William Green,5/20/2019,Screen,Indeed,Black,Pending
APP00422,OPEN0023,Katrina Williams DDS,5/3/2019,Screen,Indeed,White,Pending
APP00423,OPEN0023,David Conley,5/17/2019,Screen,Indeed,White,Pending
APP00424,OPEN0023,Julia Jones,5/26/2019,Applied,Indeed,White,Pending
APP00425,OPEN0023,Troy Coleman,5/18/2019,Screen,Indeed,Black,Pending
APP00426,OPEN0023,Matthew Wall,5/10/2019,Offer,Indeed,White,Pending
APP00427,OPEN0023,Eric Taylor,5/26/2019,Applied,Indeed,Asian,Pending
APP00428,OPEN0023,John Thompson,5/17/2019,Interview,Indeed,White,Pending
APP00429,OPEN0023,Stephanie Nelson,5/15/2019,Interview,Indeed,White,Pending
APP00430,OPEN0023,Kelly Jones,5/12/2019,Offer,Indeed,White,Pending
APP00431,OPEN0023,John Murray,4/27/2019,Applied,Indeed,White,Pending
APP00432,OPEN0023,Sandra Martinez,5/22/2019,Screen,Indeed,White,Pending
APP00433,OPEN0023,Susan Martin,5/26/2019,Screen,Indeed,White,Pending
APP00434,OPEN0023,Carolyn Jackson,5/17/2019,Interview,Indeed,Asian,Pending
APP00435,OPEN0024,Eric Campos,2/4/2022,Interview,Referral,White,Pending
APP00436,OPEN0024,Jessica Scott,2/16/2022,Screen,Referral,White,Pending
APP00437,OPEN0024,Mrs. Mary Yoder,1/31/2022,Offer,Referral,White,Pending
APP00438,OPEN0024,Stephen Nielsen,2/15/2022,Interview,Referral,Asian,Pending
APP00439,OPEN0024,Tammy Hunter,2/18/2022,Screen,Referral,Black,Pending
APP00440,OPEN0024,Vincent Anderson,2/7/2022,Hired,Referral,Black,Hired
APP00441,OPEN0024,Janice Daugherty,2/22/2022,Interview,Referral,White,Pending
APP00442,OPEN0024,Donna Brown,2/5/2022,Screen,Referral,Asian,Pending
APP00443,OPEN0024,Amber Higgins,2/17/2022,Applied,Referral,Black,Pending
APP00444,OPEN0024,Tiffany Salas,2/13/2022,Applied,Referral,White,Pending
APP00445,OPEN0024,Mark Flynn,1/27/2022,Screen,Referral,Black,Pending
APP00446,OPEN0024,Aaron Smith,2/3/2022,Screen,Referral,Black,Pending
APP00447,OPEN0024,Robin Garcia,1/24/2022,Screen,Referral,Black,Pending
APP00448,OPEN0024,Virginia Hernandez,2/20/2022,Screen,Referral,White,Pending
APP00449,OPEN0024,Beth Hicks,1/29/2022,Applied,Referral,Hispanic,Pending
APP00450,OPEN0024,Allison Smith,2/2/2022,Screen,Referral,White,Pending
APP00451,OPEN0024,James Stewart,2/16/2022,Screen,Referral,White,Pending
APP00452,OPEN0024,Paul Nelson,2/8/2022,Interview,Referral,White,Pending
APP00453,OPEN0025,Ethan Martinez,1/29/2021,Applied,Indeed,White,Pending
APP00454,OPEN0025,Donna Carroll,1/27/2021,Screen,Indeed,White,Pending
APP00455,OPEN0025,Stephanie Stanton,2/14/2021,Applied,Indeed,Hispanic,Pending
APP00456,OPEN0025,Raymond Page,2/10/2021,Applied,Indeed,Asian,Pending
APP00457,OPEN0025,Steven Simmons,2/22/2021,Interview,Indeed,Asian,Pending
APP00458,OPEN0025,Paul Carr,1/27/2021,Screen,Indeed,Black,Pending
APP00459,OPEN0025,Daniel Richard,2/24/2021,Applied,Indeed,White,Pending
APP00460,OPEN0025,Elizabeth Jimenez,2/13/2021,Offer,Indeed,White,Pending
APP00461,OPEN0025,Sarah Joseph,2/10/2021,Interview,Indeed,White,Pending
APP00462,OPEN0025,Michelle Bowen,2/5/2021,Screen,Indeed,White,Pending
APP00463,OPEN0025,Mr. Michael Curtis DDS,2/24/2021,Screen,Indeed,Black,Pending
APP00464,OPEN0025,David Butler,2/5/2021,Interview,Indeed,Black,Pending
APP00465,OPEN0026,Austin Parks,3/9/2019,Applied,LinkedIn,Asian,Pending
APP00466,OPEN0026,Adam Henson,3/31/2019,Interview,LinkedIn,White,Pending
APP00467,OPEN0026,Mitchell Hodges,4/6/2019,Applied,LinkedIn,White,Pending
APP00468,OPEN0026,Jack Contreras,4/2/2019,Applied,LinkedIn,White,Pending
APP00469,OPEN0026,Sarah Campbell,3/28/2019,Applied,LinkedIn,Black,Pending
APP00470,OPEN0026,Mr. Steven Robinson,3/12/2019,Applied,LinkedIn,Asian,Pending
APP00471,OPEN0026,Michael Bell,3/22/2019,Applied,LinkedIn,Black,Pending
APP00472,OPEN0026,Claire Nelson,3/12/2019,Applied,LinkedIn,White,Pending
APP00473,OPEN0026,Susan Hernandez,3/10/2019,Applied,LinkedIn,White,Pending
APP00474,OPEN0026,Cameron Barron,3/27/2019,Applied,LinkedIn,White,Pending
APP00475,OPEN0026,Tammy Wilson,4/5/2019,Applied,LinkedIn,White,Pending
APP00476,OPEN0026,Ronald Garcia,3/21/2019,Applied,LinkedIn,Black,Pending
APP00477,OPEN0026,Troy Pittman,3/9/2019,Applied,LinkedIn,Hispanic,Pending
APP00478,OPEN0026,Matthew Chavez,3/31/2019,Screen,LinkedIn,White,Pending
APP00479,OPEN0026,Tina Hamilton,3/22/2019,Applied,LinkedIn,Hispanic,Pending
APP00480,OPEN0027,Stacey Rivera DVM,8/9/2023,Applied,LinkedIn,White,Pending
APP00481,OPEN0027,Dawn Day,8/18/2023,Interview,LinkedIn,White,Pending
APP00482,OPEN0027,Matthew Romero,8/9/2023,Applied,LinkedIn,Hispanic,Pending
APP00483,OPEN0027,Scott Holmes,7/28/2023,Applied,LinkedIn,Asian,Pending
APP00484,OPEN0027,Julie Sheppard,8/11/2023,Applied,LinkedIn,White,Pending
APP00485,OPEN0027,Kimberly Campbell,8/16/2023,Screen,LinkedIn,Black,Pending
APP00486,OPEN0027,Isaiah Mcintosh,8/23/2023,Screen,LinkedIn,White,Pending
APP00487,OPEN0027,Kelly Ward,8/20/2023,Applied,LinkedIn,White,Pending
APP00488,OPEN0027,Joseph Young,7/31/2023,Screen,LinkedIn,White,Pending
APP00489,OPEN0027,Stephen Mendez,7/31/2023,Screen,LinkedIn,White,Pending
APP00490,OPEN0027,James Walton,8/16/2023,Applied,LinkedIn,Asian,Pending
APP00491,OPEN0027,Jason Cook,7/26/2023,Interview,LinkedIn,White,Pending
APP00492,OPEN0027,Andrew Charles,8/10/2023,Screen,LinkedIn,White,Pending
APP00493,OPEN0027,Jason Harris,7/26/2023,Interview,LinkedIn,White,Pending
APP00494,OPEN0027,Gabriella Adams,7/26/2023,Screen,LinkedIn,White,Pending
APP00495,OPEN0027,Ethan Morgan,8/22/2023,Interview,LinkedIn,Asian,Pending
APP00496,OPEN0027,Jennifer May,8/2/2023,Applied,LinkedIn,Black,Pending
APP00497,OPEN0027,Christopher Green,7/30/2023,Screen,LinkedIn,White,Pending
APP00498,OPEN0027,Caitlin Ford,8/23/2023,Screen,LinkedIn,White,Pending
APP00499,OPEN0027,James Johnson IV,7/26/2023,Applied,LinkedIn,Hispanic,Pending
APP00500,OPEN0028,Gina Jackson,10/6/2023,Interview,LinkedIn,Hispanic,Pending
APP00501,OPEN0028,Carol Manning,10/13/2023,Offer,LinkedIn,White,Pending
APP00502,OPEN0028,Lisa Wagner,10/27/2023,Screen,LinkedIn,White,Pending
APP00503,OPEN0028,Julie Diaz,10/31/2023,Applied,LinkedIn,Hispanic,Pending
APP00504,OPEN0028,Alfred Avila,11/3/2023,Interview,LinkedIn,Hispanic,Pending
APP00505,OPEN0028,Brandon Rodriguez,10/30/2023,Interview,LinkedIn,White,Pending
APP00506,OPEN0028,Kevin Quinn,10/22/2023,Screen,LinkedIn,Black,Pending
APP00507,OPEN0028,Jessica Stewart,10/23/2023,Interview,LinkedIn,White,Pending
APP00508,OPEN0028,Matthew Burton,10/14/2023,Applied,LinkedIn,Asian,Pending
APP00509,OPEN0028,April Henry,10/31/2023,Offer,LinkedIn,Black,Pending
APP00510,OPEN0028,Sharon Alvarez,10/19/2023,Screen,LinkedIn,White,Pending
APP00511,OPEN0028,Yvonne Moore,11/3/2023,Screen,LinkedIn,Hispanic,Pending
APP00512,OPEN0028,Alexis Allen,11/4/2023,Screen,LinkedIn,White,Pending
APP00513,OPEN0028,Devin Benton,10/7/2023,Screen,LinkedIn,White,Pending
APP00514,OPEN0028,Joe Harris,10/24/2023,Screen,LinkedIn,White,Pending
APP00515,OPEN0028,Kristina Frost,10/23/2023,Applied,LinkedIn,White,Pending
APP00516,OPEN0029,Tony Lee,9/13/2023,Screen,Company Website,Black,Pending
APP00517,OPEN0029,Amanda Jones,9/3/2023,Applied,Company Website,Black,Pending
APP00518,OPEN0029,Tyler Hooper,9/11/2023,Applied,Company Website,White,Pending
APP00519,OPEN0029,Susan Novak,8/25/2023,Applied,Company Website,White,Pending
APP00520,OPEN0029,Nicholas Lewis,8/20/2023,Applied,Company Website,White,Pending
APP00521,OPEN0029,Rebecca Rodriguez,9/5/2023,Applied,Company Website,White,Pending
APP00522,OPEN0029,Tyler Cross DDS,9/8/2023,Applied,Company Website,White,Pending
APP00523,OPEN0029,Matthew Wright,9/9/2023,Applied,Company Website,Asian,Pending
APP00524,OPEN0029,Marie Weaver,8/21/2023,Screen,Company Website,Asian,Pending
APP00525,OPEN0029,Joan Henson,8/22/2023,Screen,Company Website,Black,Pending
APP00526,OPEN0029,Rachael Nichols,9/9/2023,Applied,Company Website,White,Pending
APP00527,OPEN0029,Katherine Weber,9/16/2023,Applied,Company Website,White,Pending
APP00528,OPEN0030,Alexander Edwards,11/9/2019,Interview,LinkedIn,White,Pending
APP00529,OPEN0030,Anthony Leblanc,11/17/2019,Applied,LinkedIn,White,Pending
APP00530,OPEN0030,Ronald Ramos,12/5/2019,Interview,LinkedIn,White,Pending
APP00531,OPEN0030,Angela Schaefer,11/22/2019,Interview,LinkedIn,Asian,Pending
APP00532,OPEN0030,Kelly Hicks MD,11/10/2019,Applied,LinkedIn,White,Pending
APP00533,OPEN0030,Courtney Mcgrath,11/18/2019,Interview,LinkedIn,Hispanic,Pending
APP00534,OPEN0030,Brian Obrien,11/13/2019,Hired,LinkedIn,White,Hired
APP00535,OPEN0030,Robert Burns,11/26/2019,Offer,LinkedIn,White,Pending
APP00536,OPEN0030,Jason Blankenship,12/5/2019,Applied,LinkedIn,White,Pending
APP00537,OPEN0030,Jessica Russell,11/17/2019,Screen,LinkedIn,Black,Pending
APP00538,OPEN0030,Kenneth Walters,11/25/2019,Offer,LinkedIn,Hispanic,Pending
APP00539,OPEN0030,James Jenkins,11/9/2019,Offer,LinkedIn,White,Pending
APP00540,OPEN0030,Michael Travis,11/21/2019,Screen,LinkedIn,Hispanic,Pending
APP00541,OPEN0030,Jennifer Martin,11/25/2019,Interview,LinkedIn,White,Pending
APP00542,OPEN0030,Debbie Jimenez,11/21/2019,Screen,LinkedIn,Black,Pending
APP00543,OPEN0030,Jamie Williams,11/11/2019,Screen,LinkedIn,Asian,Pending
APP00544,OPEN0030,Albert Hill,11/23/2019,Applied,LinkedIn,White,Pending
APP00545,OPEN0030,Madison Jones,11/9/2019,Applied,LinkedIn,White,Pending
APP00546,OPEN0030,Anne Taylor,11/7/2019,Applied,LinkedIn,Black,Pending
APP00547,OPEN0031,Alex Fowler,3/11/2020,Screen,Indeed,Black,Pending
APP00548,OPEN0031,Erica Reynolds,3/27/2020,Interview,Indeed,Asian,Pending
APP00549,OPEN0031,David Clark,4/1/2020,Offer,Indeed,White,Pending
APP00550,OPEN0031,Robert Barrett,3/29/2020,Applied,Indeed,Black,Pending
APP00551,OPEN0031,Kristina Murphy,3/13/2020,Interview,Indeed,White,Pending
APP00552,OPEN0031,Jeffrey Gardner,3/22/2020,Screen,Indeed,Asian,Pending
APP00553,OPEN0031,Deborah Swanson,3/31/2020,Applied,Indeed,White,Pending
APP00554,OPEN0031,Jason Lopez,3/11/2020,Screen,Indeed,White,Pending
APP00555,OPEN0031,Penny Brooks,4/2/2020,Offer,Indeed,Black,Pending
APP00556,OPEN0031,Eric Cook,3/18/2020,Applied,Indeed,White,Pending
APP00557,OPEN0031,Nicole Long,4/5/2020,Screen,Indeed,Black,Pending
APP00558,OPEN0031,Pamela Camacho,3/30/2020,Screen,Indeed,Hispanic,Pending
APP00559,OPEN0031,Nichole Blevins,3/28/2020,Applied,Indeed,Asian,Pending
APP00560,OPEN0031,Denise Watts,3/26/2020,Screen,Indeed,Asian,Pending
APP00561,OPEN0031,Timothy Fox,3/11/2020,Applied,Indeed,Asian,Pending
APP00562,OPEN0031,April Mcdonald,4/5/2020,Applied,Indeed,White,Pending
APP00563,OPEN0031,Miranda Spencer,3/23/2020,Interview,Indeed,White,Pending
APP00564,OPEN0031,Alexis Bell PhD,3/8/2020,Applied,Indeed,Asian,Pending
APP00565,OPEN0032,Donald Anderson,5/31/2022,Applied,LinkedIn,Asian,Pending
APP00566,OPEN0032,Patrick Lopez,6/3/2022,Applied,LinkedIn,White,Pending
APP00567,OPEN0032,Melissa Jordan,6/4/2022,Applied,LinkedIn,White,Pending
APP00568,OPEN0032,Robin Dickerson,5/22/2022,Applied,LinkedIn,Black,Pending
APP00569,OPEN0032,Victoria Walker,5/19/2022,Applied,LinkedIn,Black,Pending
APP00570,OPEN0032,Ruben Stone,5/12/2022,Applied,LinkedIn,Black,Pending
APP00571,OPEN0032,Desiree Ford,5/9/2022,Applied,LinkedIn,Asian,Pending
APP00572,OPEN0032,Lee Morris,5/11/2022,Applied,LinkedIn,White,Pending
APP00573,OPEN0033,Howard Martin,6/9/2020,Applied,Company Website,Black,Pending
APP00574,OPEN0033,Timothy Miles,6/30/2020,Applied,Company Website,Black,Pending
APP00575,OPEN0033,Michael Flores,6/13/2020,Screen,Company Website,Black,Pending
APP00576,OPEN0033,Dennis Logan,7/1/2020,Applied,Company Website,White,Pending
APP00577,OPEN0033,David Simon,6/15/2020,Applied,Company Website,White,Pending
APP00578,OPEN0033,Sophia Wells,6/11/2020,Applied,Company Website,White,Pending
APP00579,OPEN0033,Ryan Baker,7/1/2020,Interview,Company Website,White,Pending
APP00580,OPEN0033,Guy Drake,6/17/2020,Applied,Company Website,White,Pending
APP00581,OPEN0033,Misty Ross,6/8/2020,Screen,Company Website,White,Pending
APP00582,OPEN0033,David Fletcher,6/17/2020,Screen,Company Website,Asian,Pending
APP00583,OPEN0033,Paul Calhoun,6/13/2020,Applied,Company Website,White,Pending
APP00584,OPEN0033,Gregory Kim,6/30/2020,Applied,Company Website,White,Pending
APP00585,OPEN0033,Douglas Hudson,7/5/2020,Applied,Company Website,White,Pending
APP00586,OPEN0033,Sandra Acosta,7/7/2020,Screen,Company Website,Hispanic,Pending
APP00587,OPEN0033,Sharon Preston,6/24/2020,Interview,Company Website,Asian,Pending
APP00588,OPEN0033,Robert Herrera,6/21/2020,Screen,Company Website,Asian,Pending
APP00589,OPEN0033,Kelly Weeks,6/10/2020,Applied,Company Website,Black,Pending
APP00590,OPEN0033,Michael Parker,6/22/2020,Screen,Company Website,Asian,Pending
APP00591,OPEN0033,Katrina Everett,6/8/2020,Screen,Company Website,Asian,Pending
APP00592,OPEN0033,Patrick White,6/10/2020,Interview,Company Website,White,Pending
APP00593,OPEN0033,Rachel Walsh,6/8/2020,Screen,Company Website,White,Pending
APP00594,OPEN0034,Wayne Thomas,10/18/2021,Applied,Indeed,White,Pending
APP00595,OPEN0034,Alexandra Miller,10/27/2021,Applied,Indeed,White,Pending
APP00596,OPEN0034,Derrick Jordan,10/27/2021,Interview,Indeed,White,Pending
APP00597,OPEN0034,Tyler Jones,10/26/2021,Screen,Indeed,White,Pending
APP00598,OPEN0034,Anna Vargas,10/15/2021,Applied,Indeed,White,Pending
APP00599,OPEN0034,Brandon Duffy,10/29/2021,Screen,Indeed,White,Pending
APP00600,OPEN0034,Matthew Fletcher,10/20/2021,Screen,Indeed,White,Pending
APP00601,OPEN0034,Philip Hawkins,10/7/2021,Offer,Indeed,White,Pending
APP00602,OPEN0034,Michael Boone,10/17/2021,Interview,Indeed,White,Pending
APP00603,OPEN0034,Michael Aguirre,10/13/2021,Applied,Indeed,White,Pending
APP00604,OPEN0034,Mitchell Reese,10/21/2021,Applied,Indeed,White,Pending
APP00605,OPEN0034,Allen Harris,10/25/2021,Screen,Indeed,White,Pending
APP00606,OPEN0034,Elizabeth Weiss,10/12/2021,Applied,Indeed,White,Pending
APP00607,OPEN0034,Joseph West,10/24/2021,Applied,Indeed,Asian,Pending
APP00608,OPEN0034,Lisa Fletcher MD,11/5/2021,Screen,Indeed,Black,Pending
APP00609,OPEN0034,Mrs. Danielle Hall,10/8/2021,Offer,Indeed,White,Pending
APP00610,OPEN0034,Michael Strong,10/10/2021,Applied,Indeed,Asian,Pending
APP00611,OPEN0034,Stephen King,10/23/2021,Applied,Indeed,White,Pending
APP00612,OPEN0034,Margaret Hendrix,10/19/2021,Interview,Indeed,Black,Pending
APP00613,OPEN0034,Matthew Leblanc,10/23/2021,Screen,Indeed,White,Pending
APP00614,OPEN0034,Heather Wallace,10/25/2021,Screen,Indeed,Black,Pending
APP00615,OPEN0034,Derek Maddox,10/26/2021,Applied,Indeed,Black,Pending
APP00616,OPEN0034,Michael Moon,10/12/2021,Screen,Indeed,Black,Pending
APP00617,OPEN0034,Lori Cherry,10/15/2021,Screen,Indeed,White,Pending
APP00618,OPEN0034,Jeremy Berger,10/9/2021,Offer,Indeed,White,Pending
APP00619,OPEN0034,Matthew Morgan,10/30/2021,Applied,Indeed,White,Pending
APP00620,OPEN0034,Mark Burns,10/28/2021,Hired,Indeed,White,Hired
APP00621,OPEN0034,Todd Alexander,10/24/2021,Interview,Indeed,Asian,Pending
APP00622,OPEN0034,Kaitlin Roberts,10/16/2021,Applied,Indeed,Asian,Pending
APP00623,OPEN0035,Bradley Wise,6/7/2021,Applied,LinkedIn,White,Pending
APP00624,OPEN0035,Stacy Rivas,6/11/2021,Screen,LinkedIn,Hispanic,Pending
APP00625,OPEN0035,Ashley York,5/27/2021,Applied,LinkedIn,Black,Pending
APP00626,OPEN0035,Jessica Dawson,6/15/2021,Screen,LinkedIn,White,Pending
APP00627,OPEN0035,Janet Hamilton,6/7/2021,Applied,LinkedIn,White,Pending
APP00628,OPEN0035,Joseph Hodge,5/28/2021,Applied,LinkedIn,Asian,Pending
APP00629,OPEN0035,Heather Marshall,6/23/2021,Applied,LinkedIn,Hispanic,Pending
APP00630,OPEN0035,James Bell,6/13/2021,Applied,LinkedIn,White,Pending
APP00631,OPEN0035,Bruce Silva,6/18/2021,Applied,LinkedIn,Black,Pending
APP00632,OPEN0035,Calvin Miller,6/5/2021,Screen,LinkedIn,White,Pending
APP00633,OPEN0035,Mr. Anthony Costa,6/13/2021,Applied,LinkedIn,White,Pending
